date,time,Strefa czasowa,format,text,favorite,date_utc,time_utc,notes,details
03-13-2023,13:45:53,czas środkowoeuropejski standardowy,QR_CODE,E5AEEBF374B44BBCADE6080036C81E94,0,03-13-2023,13:45:53,,
